town,state,lga,postcode,district
Mashamari,Borno,Jere  ,600104,Jere 
Masu,Borno,Jere  ,600104,Jere 
Ngudda,Borno,Jere  ,600104,Jere 
Tuba,Borno,Jere  ,600104,Jere 
Agula Tulari,Borno,Hawul  ,603112,Kwaya bura 
Billa,Borno,Hawul  ,603112,Kwaya bura 
Buta Kayamda,Borno,Hawul  ,603112,Kwaya bura 
Diralang,Borno,Hawul  ,603112,Kwaya bura 
Domchaba,Borno,Hawul  ,603112,Kwaya bura 
Durkwa,Borno,Hawul  ,603112,Kwaya bura 
Dusu,Borno,Hawul  ,603112,Kwaya bura 
Hurra,Borno,Hawul  ,603112,Kwaya bura 
Kuba,Borno,Hawul  ,603112,Kwaya bura 
Kwaya Bura,Borno,Hawul  ,603112,Kwaya bura 
Minta,Borno,Hawul  ,603112,Kwaya bura 
Mularam,Borno,Hawul  ,603112,Kwaya bura 
Ndiragana,Borno,Hawul  ,603112,Kwaya bura 
Pirtha,Borno,Hawul  ,603112,Kwaya bura 
Shikthaku,Borno,Hawul  ,603112,Kwaya bura 
Shiti kam,Borno,Hawul  ,603112,Kwaya bura 
Taga-Ramta,Borno,Hawul  ,603112,Kwaya bura 
Tashan Gauta,Borno,Hawul  ,603112,Kwaya bura 
Tila,Borno,Hawul  ,603112,Kwaya bura 
Vina Dam,Borno,Hawul  ,603112,Kwaya bura 
Afe,Borno,Kaga  ,601105,Kaga 
Amindole,Borno,Kaga  ,601105,Kaga 
Barwa,Borno,Kaga  ,601105,Kaga 
Benisheik,Borno,Kaga  ,601105,Kaga 
Bokwori,Borno,Kaga  ,601105,Kaga 
Bulamuri,Borno,Kaga  ,601105,Kaga 
Buma'a,Borno,Kaga  ,601105,Kaga 
Bunguji,Borno,Kaga  ,601105,Kaga 
Burgumma,Borno,Kaga  ,601105,Kaga 
Dapchi,Borno,Kaga  ,601105,Kaga 
Didiri,Borno,Kaga  ,601105,Kaga 
Digimari,Borno,Kaga  ,601105,Kaga 
Dogoma,Borno,Kaga  ,601105,Kaga 
Dongo,Borno,Kaga  ,601105,Kaga 
Dongozo,Borno,Kaga  ,601105,Kaga 
Gabchani,Borno,Kaga  ,601105,Kaga 
Galangi,Borno,Kaga  ,601105,Kaga 
Gangawa,Borno,Kaga  ,601105,Kaga 
Ganidia,Borno,Kaga  ,601105,Kaga 
Girgimor,Borno,Kaga  ,601105,Kaga 
Gubturo,Borno,Kaga  ,601105,Kaga 
Guno,Borno,Kaga  ,601105,Kaga 
Jallori,Borno,Kaga  ,601105,Kaga 
Karagawan,Borno,Kaga  ,601105,Kaga 
Koyomi,Borno,Kaga  ,601105,Kaga 
Koyori,Borno,Kaga  ,601105,Kaga 
Kuruno-Kayar,Borno,Kaga  ,601105,Kaga 
Lawani,Borno,Kaga  ,601105,Kaga 
Mainok,Borno,Kaga  ,601105,Kaga 
Maintagujeri,Borno,Kaga  ,601105,Kaga 
Maintakurururi,Borno,Kaga  ,601105,Kaga 
Malam Mustani,Borno,Kaga  ,601105,Kaga 
Marguba,Borno,Kaga  ,601105,Kaga 
Mida Koyemi,Borno,Kaga  ,601105,Kaga 
Modu Koyamri,Borno,Kaga  ,601105,Kaga 
Mordori,Borno,Kaga  ,601105,Kaga 
Mulum-Kumuriri,Borno,Kaga  ,601105,Kaga 
Ngamdu,Borno,Kaga  ,601105,Kaga 
Tamsu,Borno,Kaga  ,601105,Kaga 
Tobolo,Borno,Kaga  ,601105,Kaga 
Umarari,Borno,Kaga  ,601105,Kaga 
Warsala,Borno,Kaga  ,601105,Kaga 
Wasaram,Borno,Kaga  ,601105,Kaga 
Wasaram Lawan,Borno,Kaga  ,601105,Kaga 
Wugiru,Borno,Kaga  ,601105,Kaga 
Wujure,Borno,Kaga  ,601105,Kaga 
Yelemari,Borno,Kaga  ,601105,Kaga 
Yewal,Borno,Kaga  ,601105,Kaga 
Balile,Borno,Kala Balge,611103,Rann 
Bombo,Borno,Kala Balge,611103,Rann 
Diama,Borno,Kala Balge,611103,Rann 
Dogilai,Borno,Kala Balge,611103,Rann 
Duguma,Borno,Kala Balge,611103,Rann 
Dusum,Borno,Kala Balge,611103,Rann 
Gilgil,Borno,Kala Balge,611103,Rann 
Gilgo,Borno,Kala Balge,611103,Rann 
Gulgum,Borno,Kala Balge,611103,Rann 
Jarawa,Borno,Kala Balge,611103,Rann 
Kabel,Borno,Kala Balge,611103,Rann 
Kala,Borno,Kala Balge,611103,Rann 
Kalam,Borno,Kala Balge,611103,Rann 
Kulakula,Borno,Kala Balge,611103,Rann 
Kulakura,Borno,Kala Balge,611103,Rann 
Kulkaraka,Borno,Kala Balge,611103,Rann 
Kutilar,Borno,Kala Balge,611103,Rann 
Mada,Borno,Kala Balge,611103,Rann 
Masana,Borno,Kala Balge,611103,Rann 
Meleri,Borno,Kala Balge,611103,Rann 
Mokholo,Borno,Kala Balge,611103,Rann 
Ran,Borno,Kala Balge,611103,Rann 
Rann,Borno,Kala Balge,611103,Rann 
Sabba,Borno,Kala Balge,611103,Rann 
Sigal,Borno,Kala Balge,611103,Rann 
Tilam,Borno,Kala Balge,611103,Rann 
Adua,Borno,Guzamala ,612104,Guzamala 
Gudumbali,Borno,Guzamala ,612104,Guzamala 
Guworam,Borno,Guzamala ,612104,Guzamala 
Guzamala,Borno,Guzamala ,612104,Guzamala 
Kangarwa,Borno,Guzamala ,612104,Guzamala 
Mairari,Borno,Guzamala ,612104,Guzamala 
Moduri,Borno,Guzamala ,612104,Guzamala 
Wamiri,Borno,Guzamala ,612104,Guzamala 
Afuye,Borno,Dikwa  ,611106,Gumsu
Aubre,Borno,Dikwa  ,611106,Gumsu
Boboshe,Borno,Dikwa  ,611106,Gumsu
Durbel,Borno,Dikwa  ,611106,Gumsu
Jemuri,Borno,Dikwa  ,611106,Gumsu
Kaza,Borno,Dikwa  ,611106,Gumsu
Kudeye,Borno,Dikwa  ,611106,Gumsu
Magarta,Borno,Dikwa  ,611106,Gumsu
Mallam Mafa,Borno,Dikwa  ,611106,Gumsu
Mudu,Borno,Dikwa  ,611106,Gumsu
Mujigete,Borno,Dikwa  ,611106,Gumsu
Mukeye,Borno,Dikwa  ,611106,Gumsu
Mulye,Borno,Dikwa  ,611106,Gumsu
Antiau,Borno,Dikwa  ,611101,Dikwa 
Azgajita,Borno,Dikwa  ,611101,Dikwa 
Bajangawa,Borno,Dikwa  ,611101,Dikwa 
Dikwa,Borno,Dikwa  ,611101,Dikwa 
Dudure,Borno,Dikwa  ,611101,Dikwa 
Durba,Borno,Dikwa  ,611101,Dikwa 
Gajibo,Borno,Dikwa  ,611101,Dikwa 
Jemuri,Borno,Dikwa  ,611101,Dikwa 
Kaza,Borno,Dikwa  ,611101,Dikwa 
Kuduge,Borno,Dikwa  ,611101,Dikwa 
Kulehe,Borno,Dikwa  ,611101,Dikwa 
Malumaja,Borno,Dikwa  ,611101,Dikwa 
Maula,Borno,Dikwa  ,611101,Dikwa 
Mudu,Borno,Dikwa  ,611101,Dikwa 
Muktala,Borno,Dikwa  ,611101,Dikwa 
Sawa,Borno,Dikwa  ,611101,Dikwa 
Sunabaya,Borno,Dikwa  ,611101,Dikwa 
Bazamri,Borno,Konduga  ,610104,Konduga 
Dalori,Borno,Konduga  ,610104,Konduga 
Dalwa East,Borno,Konduga  ,610104,Konduga 
Kaigamari,Borno,Konduga  ,610104,Konduga 
Kawuiri,Borno,Konduga  ,610104,Konduga 
Kellumiri,Borno,Konduga  ,610104,Konduga 
Konduga,Borno,Konduga  ,610104,Konduga 
Mairamri,Borno,Konduga  ,610104,Konduga 
Malari,Borno,Konduga  ,610104,Konduga 
Ngalimari,Borno,Konduga  ,610104,Konduga 
Wanori,Borno,Konduga  ,610104,Konduga 
Yabal,Borno,Konduga  ,610104,Konduga 
Yale Garu,Borno,Konduga  ,610104,Konduga 
Yaleri,Borno,Konduga  ,610104,Konduga 
Ehwerhe,Delta ,Ughelli    ,333110,Agbarho 
Ekrerhavwe,Delta ,Ughelli    ,333110,Agbarho 
Ikweghwu,Delta ,Ughelli    ,333110,Agbarho 
Iteregbi,Delta ,Ughelli    ,333110,Agbarho 
Oguname,Delta ,Ughelli    ,333110,Agbarho 
Ohrerhe,Delta ,Ughelli    ,333110,Agbarho 
Okan,Delta ,Ughelli    ,333110,Agbarho 
Okorikpere,Delta ,Ughelli    ,333110,Agbarho 
Ophori,Delta ,Ughelli    ,333110,Agbarho 
Orho-Agbarho,Delta ,Ughelli    ,333110,Agbarho 
Orhokpokpo,Delta ,Ughelli    ,333110,Agbarho 
Oviri,Delta ,Ughelli    ,333110,Agbarho 
Ughwughelli,Delta ,Ughelli    ,333110,Agbarho 
Uvwiama,Delta ,Ughelli    ,333110,Agbarho 
Uvwiamuge,Delta ,Ughelli    ,333110,Agbarho 
Ozalla,Edo,Owan West,313111,Ozalla  
Aropo,Edo,Owan West,313110,Iuleha   
Avbiognula,Edo,Owan West,313110,Iuleha   
Avbiosi,Edo,Owan West,313110,Iuleha   
Eruere,Edo,Owan West,313110,Iuleha   
Ikpeyan,Edo,Owan West,313110,Iuleha   
Iloje,Edo,Owan West,313110,Iuleha   
Ivbiodohen,Edo,Owan West,313110,Iuleha   
Oah,Edo,Owan West,313110,Iuleha   
Obii Camp,Edo,Owan West,313110,Iuleha   
Ogbnagun,Edo,Owan West,313110,Iuleha   
Ohia,Edo,Owan West,313110,Iuleha   
Okegboro,Edo,Owan West,313110,Iuleha   
Okpuje,Edo,Owan West,313110,Iuleha   
Ovbiokhua,Edo,Owan West,313110,Iuleha   
Ukhuse Osi,Edo,Owan West,313110,Iuleha   
Ukhuse-Oke,Edo,Owan West,313110,Iuleha   
Eme-Ora,Edo,Owan West,313109,Ora  
Igho-Usie,Edo,Owan West,313109,Ora  
Ikpafolame,Edo,Owan West,313109,Ora  
Ogakha,Edo,Owan West,313109,Ora  
Ogbeturu,Edo,Owan West,313109,Ora  
Oke,Edo,Owan West,313109,Ora  
Orbiogharin,Edo,Owan West,313109,Ora  
Sabongida-Ora,Edo,Owan West,313109,Ora  
Sobe,Edo,Owan West,313109,Ora  
Ugbovbiokhare,Edo,Owan West,313109,Ora  
Ugbueje Camp,Edo,Owan West,313109,Ora  
Uhiere,Edo,Owan West,313109,Ora  
Uhoumona,Edo,Owan West,313109,Ora  
Ukpatore,Edo,Owan West,313109,Ora  
Agbogo,Ebonyi ,Afikpo South ,490103,Amasiri 
Agbop,Ebonyi ,Afikpo South ,490103,Amasiri 
Akanto,Ebonyi ,Afikpo South ,490103,Amasiri 
Ama-Inyima,Ebonyi ,Afikpo South ,490103,Amasiri 
Amachara,Ebonyi ,Afikpo South ,490103,Amasiri 
Amacharaji,Ebonyi ,Afikpo South ,490103,Amasiri 
Amaegbu-Ezeke,Ebonyi ,Afikpo South ,490103,Amasiri 
Amakuma-Ezeke,Ebonyi ,Afikpo South ,490103,Amasiri 
Amaozara,Ebonyi ,Afikpo South ,490103,Amasiri 
Amaozara-Ndukwe,Ebonyi ,Afikpo South ,490103,Amasiri 
Amiy-Ndukwe,Ebonyi ,Afikpo South ,490103,Amasiri 
Egboha-Amuro,Ebonyi ,Afikpo South ,490103,Amasiri 
Elugo-Amakpu,Ebonyi ,Afikpo South ,490103,Amasiri 
Eziama-Ndukwe,Ebonyi ,Afikpo South ,490103,Amasiri 
Ihie-Agbo,Ebonyi ,Afikpo South ,490103,Amasiri 
Ihie-Amorie,Ebonyi ,Afikpo South ,490103,Amasiri 
Ihie-Elu,Ebonyi ,Afikpo South ,490103,Amasiri 
Ndi-Uko-Amuro,Ebonyi ,Afikpo South ,490103,Amasiri 
Ndiakpu,Ebonyi ,Afikpo South ,490103,Amasiri 
Agbogo,Ebonyi ,Afikpo South ,490102,Igli 
Amaozara,Ebonyi ,Afikpo South ,490102,Igli 
Ameta,Ebonyi ,Afikpo South ,490102,Igli 
Amikpo,Ebonyi ,Afikpo South ,490102,Igli 
Amorie,Ebonyi ,Afikpo South ,490102,Igli 
Elu-Ogo,Ebonyi ,Afikpo South ,490102,Igli 
Imoji,Ebonyi ,Afikpo South ,490102,Igli 
Orra,Ebonyi ,Afikpo South ,490102,Igli 
Amachara,Ebonyi ,Afikpo South ,490101,Afikpo 
Amachi,Ebonyi ,Afikpo South ,490101,Afikpo 
Amaekwu,Ebonyi ,Afikpo South ,490101,Afikpo 
Amaizu,Ebonyi ,Afikpo South ,490101,Afikpo 
Amangbala,Ebonyi ,Afikpo South ,490101,Afikpo 
Amangwu,Ebonyi ,Afikpo South ,490101,Afikpo 
Amankwo,Ebonyi ,Afikpo South ,490101,Afikpo 
Amaobolobo,Ebonyi ,Afikpo South ,490101,Afikpo 
Amauro,Ebonyi ,Afikpo South ,490101,Afikpo 
Amauzu,Ebonyi ,Afikpo South ,490101,Afikpo 
Amuku,Ebonyi ,Afikpo South ,490101,Afikpo 
Egeburu,Ebonyi ,Afikpo South ,490101,Afikpo 
Enohia-Item,Ebonyi ,Afikpo South ,490101,Afikpo 
Enohia-Ntalu,Ebonyi ,Afikpo South ,490101,Afikpo 
Evuma,Ebonyi ,Afikpo South ,490101,Afikpo 
Itim Villages,Ebonyi ,Afikpo South ,490101,Afikpo 
Kpogirikpo,Ebonyi ,Afikpo South ,490101,Afikpo 
Mgbom,Ebonyi ,Afikpo South ,490101,Afikpo 
Ngodo,Ebonyi ,Afikpo South ,490101,Afikpo 
Nkpogoro Villages,Ebonyi ,Afikpo South ,490101,Afikpo 
Ohaisu Villages,Ebonyi ,Afikpo South ,490101,Afikpo 
Ubam,Ebonyi ,Afikpo South ,490101,Afikpo 
Ugwu-Egu-Villages,Ebonyi ,Afikpo South ,490101,Afikpo 
Ugwuegu Elu,Ebonyi ,Afikpo South ,490101,Afikpo 
Abarigwe,Ebonyi ,Ebonyi ,480108,Ishieke
Alibaruhu,Ebonyi ,Ebonyi ,480108,Ishieke
Anyadulogu,Ebonyi ,Ebonyi ,480108,Ishieke
Edomia,Ebonyi ,Ebonyi ,480108,Ishieke
Egwudilegu,Ebonyi ,Ebonyi ,480108,Ishieke
Ekebeligwe,Ebonyi ,Ebonyi ,480108,Ishieke
Enyibichiri,Ebonyi ,Ebonyi ,480108,Ishieke
Ezza Ofu,Ebonyi ,Ebonyi ,480108,Ishieke
Idembia,Ebonyi ,Ebonyi ,480108,Ishieke
Ikelegu,Ebonyi ,Ebonyi ,480108,Ishieke
Ishihumini,Ebonyi ,Ebonyi ,480108,Ishieke
Ishile,Ebonyi ,Ebonyi ,480108,Ishieke
Izenyi,Ebonyi ,Ebonyi ,480108,Ishieke
Nchokefu,Ebonyi ,Ebonyi ,480108,Ishieke
Ndiabo Ofoke,Ebonyi ,Ebonyi ,480108,Ishieke
Ndiefi,Ebonyi ,Ebonyi ,480108,Ishieke
Ndiogodo Aba,Ebonyi ,Ebonyi ,480108,Ishieke
Ndiogodo Idoko,Ebonyi ,Ebonyi ,480108,Ishieke
Ndioke,Ebonyi ,Ebonyi ,480108,Ishieke
Obodo,Ebonyi ,Ebonyi ,480108,Ishieke
Ochekwu,Ebonyi ,Ebonyi ,480108,Ishieke
Odomoke,Ebonyi ,Ebonyi ,480108,Ishieke
Oferekpe,Ebonyi ,Ebonyi ,480108,Ishieke
Ogbuyaroku,Ebonyi ,Ebonyi ,480108,Ishieke
Ohatekwe,Ebonyi ,Ebonyi ,480108,Ishieke
Ojiegbe,Ebonyi ,Ebonyi ,480108,Ishieke
Okpoduma,Ebonyi ,Ebonyi ,480108,Ishieke
Omorodu,Ebonyi ,Ebonyi ,480108,Ishieke
Onyirigbo,Ebonyi ,Ebonyi ,480108,Ishieke
Oumini,Ebonyi ,Ebonyi ,480108,Ishieke
Ugbana,Ebonyi ,Ebonyi ,480108,Ishieke
Ugbovo,Ebonyi ,Ebonyi ,480108,Ishieke
Agalegu I,Ebonyi ,Ebonyi ,480107,Amagu 
Agalegu II,Ebonyi ,Ebonyi ,480107,Amagu 
Agukpobe,Ebonyi ,Ebonyi ,480107,Amagu 
Alibaruhu,Ebonyi ,Ebonyi ,480107,Amagu 
Amachi-Amagu,Ebonyi ,Ebonyi ,480107,Amagu 
Amachi-Onuteta,Ebonyi ,Ebonyi ,480107,Amagu 
Amechara,Ebonyi ,Ebonyi ,480107,Amagu 
Amegu-Onicha,Ebonyi ,Ebonyi ,480107,Amagu 
Amike,Ebonyi ,Ebonyi ,480107,Amagu 
Eketube,Ebonyi ,Ebonyi ,480107,Amagu 
Enwuagba,Ebonyi ,Ebonyi ,480107,Amagu 
Enyibuchiri,Ebonyi ,Ebonyi ,480107,Amagu 
Ezza Inyi,Ebonyi ,Ebonyi ,480107,Amagu 
Ezza-Ebia I,Ebonyi ,Ebonyi ,480107,Amagu 
Ezza-Ebia II,Ebonyi ,Ebonyi ,480107,Amagu 
Igbegu-Amagu,Ebonyi ,Ebonyi ,480107,Amagu 
Ishiagu,Ebonyi ,Ebonyi ,480107,Amagu 
Magu-Amagu,Ebonyi ,Ebonyi ,480107,Amagu 
Mgbalukwu-Amagu,Ebonyi ,Ebonyi ,480107,Amagu 
Ndiakochi,Ebonyi ,Ebonyi ,480107,Amagu 
Ndiegbe,Ebonyi ,Ebonyi ,480107,Amagu 
Ndieze-Amagu,Ebonyi ,Ebonyi ,480107,Amagu 
Ndinwamini,Ebonyi ,Ebonyi ,480107,Amagu 
Ndiube,Ebonyi ,Ebonyi ,480107,Amagu 
Nwafo-Ogu,Ebonyi ,Ebonyi ,480107,Amagu 
Obegu Ebia,Ebonyi ,Ebonyi ,480107,Amagu 
Obulechi,Ebonyi ,Ebonyi ,480107,Amagu 
Oferekpe,Ebonyi ,Ebonyi ,480107,Amagu 
Ohamini I,Ebonyi ,Ebonyi ,480107,Amagu 
Ohamini II,Ebonyi ,Ebonyi ,480107,Amagu 
Okpitumo-Amangu,Ebonyi ,Ebonyi ,480107,Amagu 
Okpuru Egbu,Ebonyi ,Ebonyi ,480107,Amagu 
Okwefurike,Ebonyi ,Ebonyi ,480107,Amagu 
Olua,Ebonyi ,Ebonyi ,480107,Amagu 
Opamma,Ebonyi ,Ebonyi ,480107,Amagu 
Orizo,Ebonyi ,Ebonyi ,480107,Amagu 
Abarigwe,Ebonyi ,Ebonyi ,480106,Edda 
Efunefune,Ebonyi ,Ebonyi ,480106,Edda 
Ibula,Ebonyi ,Ebonyi ,480106,Edda 
Ime Abali,Ebonyi ,Ebonyi ,480106,Edda 
Iyariya,Ebonyi ,Ebonyi ,480106,Edda 
Izziakpo,Ebonyi ,Ebonyi ,480106,Edda 
Ndi Anamacha,Ebonyi ,Ebonyi ,480106,Edda 
Ndiekpe,Ebonyi ,Ebonyi ,480106,Edda 
Ndiofutu,Ebonyi ,Ebonyi ,480106,Edda 
Oberu,Ebonyi ,Ebonyi ,480106,Edda 
Obovu,Ebonyi ,Ebonyi ,480106,Edda 
Ogada,Ebonyi ,Ebonyi ,480106,Edda 
Ohatekwe,Ebonyi ,Ebonyi ,480106,Edda 
Okaria,Ebonyi ,Ebonyi ,480106,Edda 
Okaria-Echi,Ebonyi ,Ebonyi ,480106,Edda 
Okpoduma,Ebonyi ,Ebonyi ,480106,Edda 
Onu Akpara,Ebonyi ,Ebonyi ,480106,Edda 
Oshimaka,Ebonyi ,Ebonyi ,480106,Edda 
Otam,Ebonyi ,Ebonyi ,480106,Edda 
Agundzu,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Ameji,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Azuabe,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Azuoto,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Echegu Nkaleke,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Edda Abarigwe,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Efugbo,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Egwuagu,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Egwuagu Ndegu,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Ephuenyia,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Erueke,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Igidiagu,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Izekwe,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Mba-Offia,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Nchegbu,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Ndebo-Odeligbo,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Ndechi,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Ndi-Igboke,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Ndiaja,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Ndialo,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Ndimbam,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Ndioduma,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Ndioke,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Ndiokenyi,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Nkaleke,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Obusia-Amechi,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Odeligbo-Ndegu,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Ohatekwe,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Okpanku,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Omege,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Ovuoba,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Ubegu-Odeligbo,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Ubegu-Omege,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Uwalakabe,Ebonyi ,Ebonyi ,480105,Okpui-Tumo 
Aba,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Azu-Oji-Ntezi Aba,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Azu-Uda-Eda-Echora,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Echi Aba,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Edufu Akparata,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Ezilulo-Eda Echara,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Ishi Nwachi-Ntezi,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Mbukobe-Ntezi Aba,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Mgbabo Echara,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Ndebe Oko Onuoha,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Ndebo Abaofia,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Ndebo Ede-Echara,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Ndebo-Mgbabo-Echara,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Ndebo-Opfunyionu,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Ndu Ak-Eda Echara,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Nedbo-Aghamohu,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Nkebe-Opfunyionu,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Ntezi Aba,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Obegu Oroke Onuoha,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Obegu-Aba Onu-Oji,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Obegu-Aba-Ekpido,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Obegu-Abaofra,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Obegu-Aghamehu,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Obegu-Opfunyionu,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Ogboji Aba,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Ogegu-,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Okpuizumo,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Udeku Aba,Ebonyi ,Ebonyi ,480104,Nkaleke Echara 
Abia,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Agalegu,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Alike Agbaja,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Amaechara-Nkaleke,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Ameta,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Amozo,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Ananchi-Nkaleke,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Azama-Agbaja,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Azu-Uda-Echara,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Azuebirigba-Agbaja,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Azugwu-Agbaja,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Azuiyokwu-Agbaja,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Echjara-Unuhu,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Eguagu-Agbaja,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Ekaeru-Inyimagu,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Ezia-Agbaja,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Ihweokpu-Nkaleke,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Mgbabo,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Ndiebo-Nkaleke,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Ndieze-Nkaleke,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Ndinwinyima-Echora,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Ndiokwase-Echara,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Ndizze-Agbaja,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Obulechi-Agbaja,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Obulechi-Nkaleke,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Odiofia-Echara,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Ofe-Iyi-Okwu,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Okwefurike,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Omege-Nkaleke,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Unagboke-Inyimagu,Ebonyi ,Ebonyi ,480103,Izzi Unuhu
Alibaruhu,Ebonyi ,Ebonyi ,480102,Nkaleke Achara 
Amachi,Ebonyi ,Ebonyi ,480102,Nkaleke Achara 
Amagu,Ebonyi ,Ebonyi ,480102,Nkaleke Achara 
Eke,Ebonyi ,Ebonyi ,480102,Nkaleke Achara 
Ekebe,Ebonyi ,Ebonyi ,480102,Nkaleke Achara 
Ekejube,Ebonyi ,Ebonyi ,480102,Nkaleke Achara 
Enwu Agba,Ebonyi ,Ebonyi ,480102,Nkaleke Achara 
Enwumini,Ebonyi ,Ebonyi ,480102,Nkaleke Achara 
Enyiagba,Ebonyi ,Ebonyi ,480102,Nkaleke Achara 
Enyibuchiri,Ebonyi ,Ebonyi ,480102,Nkaleke Achara 
Ete,Ebonyi ,Ebonyi ,480102,Nkaleke Achara 
Item,Ebonyi ,Ebonyi ,480102,Nkaleke Achara 
Mbamini,Ebonyi ,Ebonyi ,480102,Nkaleke Achara 
Ndi Ekpe,Ebonyi ,Ebonyi ,480102,Nkaleke Achara 
Ndibulofia-Echara,Ebonyi ,Ebonyi ,480102,Nkaleke Achara 
Ndiochi-Igbo,Ebonyi ,Ebonyi ,480102,Nkaleke Achara 
